Objects
240
,,Global Angle (Quaternion) boxbox:boxbox,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
220,0,0.002541,-0.010268,-0.033578,0.999380,1387.758911,-67.135674,1063.399536
221,0,0.002514,-0.010144,-0.033396,0.999388,1387.769897,-67.141373,1063.412231
222,0,0.002498,-0.010012,-0.033184,0.999396,1387.772705,-67.143402,1063.407715
223,0,0.002511,-0.009851,-0.032937,0.999406,1387.780151,-67.120102,1063.389771
224,0,0.002519,-0.009705,-0.032771,0.999413,1387.764771,-67.124313,1063.387573
225,0,0.002524,-0.009562,-0.032570,0.999421,1387.757568,-67.119644,1063.370850
226,0,0.002486,-0.009426,-0.032378,0.999428,1387.742310,-67.140800,1063.379395
227,0,0.002535,-0.009305,-0.032149,0.999437,1387.745605,-67.123116,1063.351318
228,0,0.002542,-0.009132,-0.031878,0.999447,1387.730469,-67.107048,1063.329712
229,0,0.002538,-0.008974,-0.031703,0.999454,1387.713257,-67.104317,1063.320313
230,0,0.002545,-0.008838,-0.031484,0.999462,1387.685791,-67.089188,1063.300781
231,0,0.002503,-0.008681,-0.031230,0.999471,1387.671265,-67.082260,1063.287231
232,0,0.002505,-0.008553,-0.031027,0.999479,1387.648438,-67.080429,1063.257446
233,0,0.002510,-0.008399,-0.030807,0.999487,1387.623413,-67.054237,1063.220215
234,0,0.002483,-0.008276,-0.030569,0.999495,1387.591064,-67.044334,1063.188232
235,0,0.002512,-0.008143,-0.030357,0.999503,1387.560791,-67.032722,1063.162720
236,0,0.002505,-0.008009,-0.030082,0.999512,1387.539307,-67.011772,1063.117798
237,0,0.002487,-0.007889,-0.029804,0.999522,1387.504639,-66.985214,1063.075562
238,0,0.002538,-0.007817,-0.029604,0.999528,1387.468140,-66.965919,1063.017090
239,0,0.002563,-0.007763,-0.029412,0.999534,1387.416992,-66.970779,1062.973755
240,0,0.002498,-0.007662,-0.029138,0.999543,1387.383057,-66.933151,1062.914307
241,0,0.002504,-0.007619,-0.028924,0.999549,1387.332153,-66.928833,1062.864380
242,0,0.002527,-0.007531,-0.028721,0.999556,1387.274170,-66.904510,1062.785034
243,0,0.002516,-0.007490,-0.028474,0.999563,1387.220947,-66.874588,1062.713623
244,0,0.002508,-0.007516,-0.028252,0.999569,1387.159546,-66.870911,1062.650879
245,0,0.002552,-0.007554,-0.027963,0.999577,1387.104248,-66.826172,1062.569946
246,0,0.002492,-0.007634,-0.027806,0.999581,1387.039795,-66.823303,1062.511353
247,0,0.002510,-0.007689,-0.027510,0.999589,1386.976685,-66.801743,1062.443359
248,0,0.002487,-0.007736,-0.027279,0.999595,1386.914429,-66.764145,1062.354980
249,0,0.002442,-0.007833,-0.027064,0.999600,1386.840820,-66.760651,1062.295776
250,0,0.002447,-0.007933,-0.026855,0.999605,1386.783936,-66.722466,1062.216797
251,0,0.002401,-0.007978,-0.026619,0.999611,1386.723755,-66.688675,1062.155273
252,0,0.002306,-0.008034,-0.026412,0.999616,1386.667847,-66.684952,1062.120728
253,0,0.002330,-0.008062,-0.026188,0.999622,1386.611328,-66.631096,1062.036377
254,0,0.002219,-0.008003,-0.025951,0.999629,1386.567749,-66.599892,1061.992310
255,0,0.002177,-0.008023,-0.025763,0.999633,1386.515869,-66.579414,1061.945435
256,0,0.002211,-0.008004,-0.025564,0.999639,1386.475586,-66.521530,1061.886963
257,0,0.002075,-0.007833,-0.025297,0.999647,1386.450562,-66.458267,1061.827515
258,0,0.002014,-0.007671,-0.025029,0.999655,1386.417969,-66.415314,1061.793335
259,0,0.001903,-0.007518,-0.024748,0.999664,1386.391357,-66.344772,1061.752930
260,0,0.001779,-0.007292,-0.024591,0.999669,1386.349121,-66.310852,1061.722046
261,0,0.001659,-0.007098,-0.024326,0.999678,1386.329712,-66.252350,1061.694702
262,0,0.001588,-0.006909,-0.024110,0.999684,1386.291870,-66.188835,1061.649902
263,0,0.001409,-0.006668,-0.023869,0.999692,1386.271118,-66.131828,1061.617554
264,0,0.001271,-0.006470,-0.023702,0.999697,1386.237549,-66.083893,1061.585327
265,0,0.001146,-0.006293,-0.023426,0.999705,1386.210083,-66.021515,1061.542847
266,0,0.001084,-0.006165,-0.023266,0.999710,1386.180908,-65.972069,1061.494507
267,0,0.000943,-0.006067,-0.023074,0.999715,1386.138794,-65.934349,1061.457031
268,0,0.000856,-0.006004,-0.022871,0.999720,1386.105835,-65.883270,1061.407715
269,0,0.000739,-0.005919,-0.022632,0.999726,1386.065308,-65.836922,1061.357178
270,0,0.000634,-0.005962,-0.022526,0.999728,1386.022095,-65.799492,1061.293701
271,0,0.000625,-0.005991,-0.022291,0.999733,1385.980957,-65.744560,1061.216675
272,0,0.000498,-0.006062,-0.022140,0.999736,1385.926392,-65.723541,1061.163086
273,0,0.000470,-0.006217,-0.021912,0.999740,1385.875732,-65.677940,1061.091431
274,0,0.000365,-0.006365,-0.021770,0.999743,1385.816895,-65.653137,1061.027954
275,0,0.000307,-0.006531,-0.021578,0.999746,1385.755981,-65.606049,1060.942749
276,0,0.000271,-0.006784,-0.021406,0.999748,1385.701050,-65.567200,1060.862305
277,0,0.000151,-0.007028,-0.021196,0.999751,1385.652466,-65.525909,1060.783813
278,0,0.000108,-0.007207,-0.021084,0.999752,1385.574951,-65.482391,1060.699097
279,0,0.000096,-0.007449,-0.020824,0.999755,1385.516724,-65.411316,1060.604858
280,0,0.000058,-0.007680,-0.020663,0.999757,1385.458130,-65.350494,1060.505371
281,0,-0.000014,-0.007912,-0.020529,0.999758,1385.402466,-65.309280,1060.431641
282,0,-0.000040,-0.008086,-0.020261,0.999762,1385.349731,-65.235352,1060.353149
283,0,-0.000089,-0.008231,-0.020019,0.999766,1385.308228,-65.163666,1060.270142
284,0,-0.000169,-0.008472,-0.019909,0.999766,1385.251587,-65.132347,1060.213623
285,0,-0.000257,-0.008573,-0.019646,0.999770,1385.219849,-65.049767,1060.140015
286,0,-0.000349,-0.008662,-0.019500,0.999772,1385.174194,-64.999191,1060.078003
287,0,-0.000438,-0.008739,-0.019276,0.999776,1385.142456,-64.927589,1060.014160
288,0,-0.000549,-0.008861,-0.019137,0.999777,1385.118530,-64.868858,1059.951294
289,0,-0.000556,-0.008946,-0.018936,0.999780,1385.078369,-64.805801,1059.877441
290,0,-0.000715,-0.009042,-0.018731,0.999783,1385.059937,-64.726463,1059.824463
291,0,-0.000791,-0.009168,-0.018588,0.999785,1385.031616,-64.679893,1059.783813
292,0,-0.000872,-0.009311,-0.018418,0.999787,1384.996338,-64.603714,1059.714111
293,0,-0.000883,-0.009434,-0.018164,0.999790,1384.971313,-64.514404,1059.642334
294,0,-0.001001,-0.009603,-0.017925,0.999793,1384.934814,-64.443130,1059.586548
295,0,-0.001022,-0.009791,-0.017770,0.999794,1384.898071,-64.348969,1059.501587
296,0,-0.001113,-0.009938,-0.017495,0.999797,1384.860840,-64.254593,1059.433228
297,0,-0.001151,-0.010184,-0.017275,0.999798,1384.826172,-64.172249,1059.366089
298,0,-0.001174,-0.010456,-0.017081,0.999799,1384.791260,-64.086304,1059.288696
299,0,-0.001265,-0.010719,-0.016852,0.999800,1384.754883,-63.986221,1059.223755
300,0,-0.001325,-0.011014,-0.016598,0.999801,1384.722412,-63.902645,1059.150513
301,0,-0.001323,-0.011334,-0.016484,0.999799,1384.674805,-63.842789,1059.081299
302,0,-0.001359,-0.011548,-0.016114,0.999803,1384.658447,-63.737488,1059.019043
303,0,-0.001402,-0.011830,-0.016010,0.999801,1384.625732,-63.679764,1058.963257
304,0,-0.001442,-0.012089,-0.015752,0.999802,1384.598755,-63.611454,1058.920166
305,0,-0.001443,-0.012271,-0.015465,0.999804,1384.577759,-63.532257,1058.872803
306,0,-0.001465,-0.012488,-0.015309,0.999804,1384.548706,-63.457169,1058.819824
307,0,-0.001542,-0.012622,-0.015035,0.999806,1384.530396,-63.389778,1058.791626
308,0,-0.001544,-0.012759,-0.014795,0.999808,1384.521851,-63.313969,1058.760620
