Objects
100
,,Global Angle (Quaternion) nicococo:nicococo,,,,,,,
Frame,Sub Frame,RX,RY,RZ,RW,TX,TY,TZ
,,,,,,mm,mm,mm
180,0,0.027642,0.009029,0.019551,0.999386,-62.683380,-97.494659,259.819672
181,0,0.025583,0.009669,0.018765,0.999450,-62.428505,-96.667191,261.195831
182,0,0.023478,0.010106,0.018105,0.999509,-62.234348,-95.822227,262.646057
183,0,0.022216,0.007184,0.014742,0.999619,-62.172935,-94.471420,263.689148
184,0,0.020143,0.006107,0.013758,0.999684,-62.119183,-93.487961,265.074921
185,0,0.018229,0.004757,0.013056,0.999737,-62.137161,-92.583420,266.425079
186,0,0.017071,0.003580,0.012809,0.999766,-62.072475,-91.728378,267.741150
187,0,0.016106,0.001671,0.011998,0.999797,-62.239120,-90.953461,269.010834
188,0,0.015070,0.000232,0.011333,0.999822,-62.316750,-90.156029,270.354614
189,0,0.013479,-0.000995,0.010616,0.999852,-62.413193,-89.328033,271.782104
190,0,0.011385,-0.001981,0.009999,0.999883,-62.509045,-88.453613,273.346680
191,0,0.008463,-0.002942,0.009565,0.999914,-62.609039,-87.524994,274.990204
192,0,0.006119,-0.005372,0.009820,0.999919,-62.694973,-86.581924,276.500061
193,0,0.002328,-0.005684,0.009722,0.999934,-62.871525,-85.609894,278.229828
194,0,-0.000567,-0.006102,0.010100,0.999930,-63.094078,-84.657623,279.819550
195,0,-0.002830,-0.009716,0.007843,0.999918,-63.430302,-83.272331,280.784546
196,0,-0.004377,-0.010725,0.007510,0.999905,-63.733959,-82.374748,281.982788
197,0,-0.004886,-0.011273,0.006812,0.999901,-64.017532,-81.490883,283.077911
198,0,-0.005575,-0.011316,0.005287,0.999906,-64.278168,-80.520653,284.099182
199,0,-0.004360,-0.012336,0.004514,0.999904,-64.648941,-79.823059,284.988770
200,0,-0.004025,-0.012723,0.002710,0.999907,-64.967415,-78.869225,285.901611
201,0,-0.004614,-0.012881,0.000923,0.999906,-65.328514,-77.887100,286.854736
202,0,-0.005656,-0.012905,-0.000556,0.999901,-65.675301,-76.849640,287.842285
203,0,-0.007141,-0.012322,-0.001857,0.999897,-66.027992,-75.831635,288.936646
204,0,-0.008714,-0.011325,-0.003217,0.999893,-66.382454,-74.824837,290.130798
205,0,-0.010295,-0.010454,-0.004643,0.999882,-66.703804,-73.706329,291.328247
206,0,-0.011386,-0.010274,-0.005691,0.999866,-66.976990,-72.443565,292.415863
207,0,-0.011780,-0.010684,-0.005797,0.999857,-67.159027,-71.062767,293.374023
208,0,-0.011677,-0.011231,-0.004981,0.999856,-67.245583,-69.572243,294.242462
209,0,-0.010934,-0.011544,-0.003573,0.999867,-67.265106,-68.013977,294.993408
210,0,-0.010192,-0.011689,-0.001679,0.999878,-67.195618,-66.409737,295.592743
211,0,-0.009599,-0.011311,0.000306,0.999890,-67.072372,-64.725761,296.053528
212,0,-0.009696,-0.010214,0.001887,0.999899,-66.935234,-62.911720,296.436005
213,0,-0.010319,-0.008622,0.003258,0.999904,-66.829842,-61.076485,296.747955
214,0,-0.011193,-0.006991,0.003928,0.999905,-66.724281,-59.186741,296.993164
215,0,-0.012258,-0.005010,0.003862,0.999905,-66.611748,-57.283184,297.266449
216,0,-0.013993,-0.002537,0.003115,0.999894,-66.517937,-55.371597,297.647766
217,0,-0.016096,0.000331,0.001305,0.999870,-66.432846,-53.381168,298.071411
218,0,-0.017224,0.003208,-0.000976,0.999846,-66.456276,-51.470360,298.175323
219,0,-0.016893,0.006290,-0.004788,0.999826,-66.479530,-49.656784,298.129913
220,0,-0.016223,0.009056,-0.007549,0.999799,-66.437042,-47.898483,297.968262
221,0,-0.015383,0.011459,-0.009876,0.999767,-66.374405,-46.072975,297.720551
222,0,-0.014408,0.013509,-0.011747,0.999736,-66.306740,-44.249031,297.481628
223,0,-0.013201,0.014809,-0.013424,0.999713,-66.364708,-42.450546,297.187195
224,0,-0.011102,0.015760,-0.014873,0.999704,-66.567345,-40.747585,296.809509
225,0,-0.009036,0.016497,-0.015984,0.999695,-66.832565,-39.093258,296.406006
226,0,-0.007143,0.017366,-0.016583,0.999686,-67.102303,-37.484879,296.051300
227,0,-0.005465,0.018809,-0.017168,0.999661,-67.290489,-35.974712,295.798004
228,0,-0.003371,0.021004,-0.017627,0.999618,-67.437973,-34.638664,295.628265
229,0,-0.001052,0.023835,-0.017829,0.999556,-67.599617,-33.498943,295.466705
230,0,0.000603,0.026647,-0.017471,0.999492,-67.787651,-32.518311,295.251678
231,0,0.000895,0.029111,-0.016576,0.999438,-68.036781,-31.591381,294.923889
232,0,-0.000086,0.030464,-0.015661,0.999413,-68.336823,-30.711985,294.493042
233,0,-0.002618,0.031130,-0.014746,0.999403,-68.726501,-29.892559,294.082123
